sku,store_view_code,attribute_set_code,product_type,categories,product_websites,name,description,short_description,weight,product_online,tax_class_name,visibility,price,special_price,special_price_from_date,special_price_to_date,url_key,meta_title,meta_keywords,meta_description,created_at,updated_at,new_from_date,new_to_date,display_product_options_in,map_price,msrp_price,map_enabled,gift_message_available,custom_design,custom_design_from,custom_design_to,custom_layout_update,page_layout,product_options_container,msrp_display_actual_price_type,country_of_manufacture,additional_attributes,qty,out_of_stock_qty,use_config_min_qty,is_qty_decimal,allow_backorders,use_config_backorders,min_cart_qty,use_config_min_sale_qty,max_cart_qty,use_config_max_sale_qty,is_in_stock,notify_on_stock_below,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,website_id,deferred_stock_update,use_config_deferred_stock_update,related_skus,crosssell_skus,upsell_skus,hide_from_product_page,custom_options,bundle_price_type,bundle_sku_type,bundle_price_view,bundle_weight_type,bundle_values,associated_skus,base_image,small_image,thumbnail_image,additional_images
OPT-WM-35T,,Default,simple,Default Category/Brackets/LCD Wall Brackets,base,OPT-WM-35T,"FLAT PANEL TILT MOUNT LARGE<br><br>• Tilting Range from -9 to +15 degree<br>• Slim Tilt Mount with only 68mm (2.68"") between screen and wall<br>• Designed to be mounted on concrete or masonry wall<br>• Hardware included Comes with Bubble leveler","<strong>FLAT PANEL TILT MOUNT LARGE</strong><br><br>Compatibility : 37"" to 63"" Flat Panel<br>Maximum load : 100 KG (220 lbs)<br>Mounting profile : 68mm (2.68"") from wall<br>Tilting angle : -9 to +15 degree<br>Color : Black<br>Qty / Carton : 4 pcs<br><br>Pricing is based on per set basis.<br>For Bulk orders, please call us @ (+65) 6684 9668<br><br><strong>Specifications</strong><br><br>• Tilting Range from -9 to +15 degree<br>• Great flexibilty and adaptability<br>• Slim Tilt Mount with only 68mm (2.68"") between screen and wall<br>• Pre-assembled for ease of installation<br>• Designed to be mounted on concrete or masonry wall<br>• VESA compliance<br>• Hardware included Comes with Bubble leveler",,,Taxable Goods,"Catalog, Search",112.5,,,,opt-wm-35t,OPT-WM-35T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPT-WM-35T.jpg,OPT-WM-35T.jpg,OPT-WM-35T.jpg,
OPT-WMF-100,,Default,simple,Default Category/Brackets/LCD Wall Brackets,base,OPT-WMF-100,"FLAT PANEL WALL MOUNT FURNITURE (WMF-100)<br><br>Compatibility : 37"" to 50"" Flat Panel<br>Maximum load : 57.6 KG (125 lbs)<br>Color : Black<br>Tilting Angle : 0 to +20 degree<br><strong>Specifications</strong><br><br>• Aluminium Extrusion Pole<br>• Adjustable Shelf for DVD player<br>• Great flexibility and adaptability<br>• Hardware included<br>• Fast disconnection for ease of maintenance<br>• ""Clip-On"" locking device<br>• Integrated Cable Management<br><br>Pricing is based on per set.<br><br>Stock available. Please call OPTVIO to ask for Quote.<br><br>(+65) 6684 9668",FLAT PANEL WALL MOUNT FURNITURE (WMF-100)<br><br>• Aluminium Extrusion Pole<br>• Great flexibility and adaptability<br>• Fast disconnection for ease of maintenance<br>• Integrated Cable Management,,,Taxable Goods,"Catalog, Search",495,,,,opt-wmf-100,OPT-WMF-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPT-WMF-100.jpg,OPT-WMF-100.jpg,OPT-WMF-100.jpg,
OPT-MS-100,,Default,simple,Default Category/Brackets/LCD TV Mobile Stands,base,Flat Panel Mobile Stand - B-WX/T001-2,"<strong>FLAT PANEL MOBILE STAND</strong><br><br>Compatibility : 32"" to 65"" Flat Panel<br>Maximum load : 50 KG (220 lbs)<br>Color : Black<br>Tilting Angle : 0 to +20 degree<br><br>Pricing is based on per set basis.<br>For Bulk orders, please call us @ (+65) 6684 9668<br><br><strong>Specification</strong><br><ul><br> <li>Aluminium Extrusion Pole</li><br> <li>Great Mobility</li><br> <li>Great flexibility and adaptability</li><br> <li>Adjustable Shelf for DVD player</li><br> <li>Fast disconnection for ease of maintenance</li><br> <li>Hardware included</li><br> <li>Integrated Cable Management</li><br></ul>",<strong>FLAT PANEL MOBILE STAND</strong><br><br>• Aluminium Extrusion Pole<br>• Great flexibility and adaptability<br>• Fast disconnection for ease of maintenance<br>• Integrated Cable Management<br><br>*Price includes set up and mounting TV,,,Taxable Goods,"Catalog, Search",680,,,,flat-panel-mobile-stand-b-wx-t001-2,Flat Panel Mobile Stand - B-WX/T001-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B-WXT001-2-1.jpg,B-WXT001-2-1.jpg,B-WXT001-2-1.jpg,
OPT-MS-110,,Default,simple,Default Category/Brackets/LCD TV Mobile Stands,base,OPT-MS-110,"<strong>FLAT PANEL MOBILE STAND</strong><br><br>Compatibility : 32"" to 50"" Flat Panel<br>Weight Capacity : 23 KG - 33KG<br>Color : Black<br>Tilting Angle : 0 to +20 degree<br><br>Pricing is based on per set basis.<br>For Bulk orders, please call us @ (+65) 6684 9668<br><br><strong>Specifications</strong><br><br>• Spring loaded Mechanism for TV height adjustment<br>• SCM ""Self Centering Mount""<br>• Aluminium Extrusion Pole<br>• Great Mobility<br>• Great flexibility and adaptability<br>• Adjustable Shelf for DVD player<br>• Fast disconnection for ease of maintenance<br>• Hardware included<br>• Integrated Cable Management",FLAT PANEL MOBILE STAND<br><br>• Spring loaded Mechanism for TV height adjustment<br>• Aluminium Extrusion Pole<br>• Great flexibility and adaptability<br>• Fast disconnection for ease of maintenance<br>• Integrated Cable Management,,,Taxable Goods,"Catalog, Search",980,,,,opt-ms-110,OPT-MS-110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPT-MS-110.jpg,OPT-MS-110.jpg,OPT-MS-110.jpg,
OPT-MS-103,,Default,simple,Default Category/Brackets/LCD TV Mobile Stands,base,OPT-MS-103,"FLAT PANEL MOBILE STAND (Home Design)<br><br>Compatibility : 32"" to 42"" Flat Panel<br>Maximum load : 55 KG (121 lbs)<br>Color : Black<br>Tilting Angle : 0 to +20 degree<br><br>Pricing is based on per set basis.<br>For Bulk orders, please call us @ (+65) 6684 9668<br><br><strong>Specifications</strong><br><br>• Aluminium Extrusion Pole<br>• Great Mobility<br>• Inter-changeable front plate for different size of TV.<br>• Great flexibility and adaptability<br>• Fast disconnection for ease of maintenance<br>• Hardware included<br>• Integrated Cable Management<br>• ""Clip-On"" locking device",FLAT PANEL MOBILE STAND (Home Design)<br><br>• Aluminium Extrusion Pole<br>• Inter-changeable front plate for different size of TV.<br>• Fast disconnection for ease of maintenance<br>• Integrated Cable Management,,,Taxable Goods,"Catalog, Search",650,,,,opt-ms-103,OPT-MS-103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPT-MS-103.jpg,OPT-MS-103.jpg,OPT-MS-103.jpg,
OPT-FPC-DSCM-M,,Default,simple,Default Category/Brackets/LCD TV Ceiling Brackets,base,CEILING FLAT PANEL MOUNT DOUBLE - FPC-DSCM,"<strong>CEILING FLAT PANEL MOUNT - DOUBLE</strong><br><br>OPT-FPC-DSCM-M<br>Compatibility : 26"" to 42"" Flat Panel (OPT-FPC-DSCM-M)<br>: 37"" to 50"" Flat Panel (OPT-FPC-DSCM-L)<br>Maximum load : 100 KG (220 lbs)<br>Color : Black<br>Tilting Angle : -5 to +20 degree<br><br>Pricing is based on per set basis.<br>For Bulk orders, please call us @ (+65) 6684 9668<br><br><strong>Specifications</strong><br><ul><br> <li>Great flexibility and adaptability</li><br> <li>Hardware included</li><br> <li>Cable Management Design</li><br> <li>Fast disconnection for ease of maintenance</li><br> <li>Different Length of NPT pipe available</li><br> <li>Suitable for Plasma TV with non VESA</li><br> <li>Combine with Self-Centering Mount (SCM) for larger size TV</li><br></ul>",<strong>CEILING FLAT PANEL MOUNT DOUBLE</strong><br><br>• Great flexibility and adaptability<br>• Cable Management Design<br>• Different Length of NPT pipe available<br>• Suitable for Plasma TV with non VESA standard mounting hole<br>• Combine with Self-Centering Mount (SCM) for larger size TV,,,Taxable Goods,"Catalog, Search",380,,,,ceiling-flat-panel-mount-double-fpc-dscm,CEILING FLAT PANEL MOUNT DOUBLE - FPC-DSCM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPT-FPC-DSCM-M.jpg,OPT-FPC-DSCM-M.jpg,OPT-FPC-DSCM-M.jpg,
OPT-CL-63-L,,Default,simple,Default Category/Brackets/Articulating Brackets,base,FLAT PANEL ARTICULATING MOUNT - OPT-CL-63-L,"<strong>FLAT PANEL ARTICULATING MOUNT</strong><br><br>Compatibility : 37"" to 50"" Flat Panel<br>Maximum load : 56.7 KG (125 lbs)<br>VESA : 100x100, 200x100, 200x200 400x200, 600x400<br>Mounting profile : 100mm (3.94"") from Wall<br>Tilting angle : -5 to +20 degree<br>Color : Black<br>Qty / Carton : 1 pcs<br><br>Pricing is based on per piece<br>For bulk orders, please call us @ (+65) 6684 9668<br><br><strong>Flat Panel Articulating Mount Specifications</strong><br><ul><br> <li>Extend up to 390mm (15.35"")</li><br> <li>Pre-assembled for ease of installation</li><br> <li>Great flexibilty and adaptability</li><br> <li>Designed to be mounted on concrete or masonry wall</li><br> <li>VESA compliance</li><br> <li>Hardware included</li><br> <li>Integrated cable management system</li><br> <li>Suitable for 42"" Plasma</li><br></ul>","<strong>FLAT PANEL ARTICULATING MOUNT</strong><br><br>• Extended up to 390mm (15.35"")<br>• Suitable for 42"" Plasma<br>• Great flexibilty and adaptability<br>• VESA compliance<br>• Integrated cable management system",,,Taxable Goods,"Catalog, Search",108,,,,flat-panel-articulating-mount-opt-cl-63-l,FLAT PANEL ARTICULATING MOUNT - OPT-CL-63-L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPT-CL-63-L.jpg,OPT-CL-63-L.jpg,OPT-CL-63-L.jpg,
OPT-WMA-30S,,Default,simple,Default Category/Brackets/Articulating Brackets,base,OPT-WMA-30S,"FLAT PANEL ARTICULATING MOUNT<br><br>Compatibility : 32"" to 50"" Flat Panel<br>Maximum load : 56.7 KG (125 lbs)<br>VESA : 100x100, 200x100, 200x200<br>400x200, 600x400<br>Mounting profile : 140mm (5.51"") from Wall<br>Tilting angle : -5 to +20 degree<br>Color : Black<br>Qty / Carton : 1 pcs<br><br>Pricing is based on per piece.<br>For bulk oders, please call us @ (+65) 6684 9668<br><br><strong>Specifications</strong><br><br>• Extended up to 707.8mm (27.9"")<br>• Pre-assembled for ease of installation<br>• Great flexibilty and adaptability<br>• Designed to be mounted on concrete or masonry wall<br>• VESA compliance<br>• Hardware included<br>• Integrated cable management system<br>• Suitable for 32""-50"" Plasma / LCD","FLAT PANEL ARTICULATING MOUNT<br><br>• Extended up to 707.8mm (27.9"")<br>• Suitable for 32""-50"" Plasma / LCD<br>• Great flexibilty and adaptability<br>• VESA compliance<br>• Integrated cable management system",,,Taxable Goods,"Catalog, Search",430,,,,opt-wma-30s,OPT-WMA-30S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPT-WMA-30S.jpg,OPT-WMA-30S.jpg,OPT-WMA-30S.jpg,
OPT-WMA-35D,,Default,simple,Default Category/Brackets/Articulating Brackets,base,OPT-WMA-35D,"FLAT PANEL ARTICULATING MOUNT<br><br>Compatibility : 42"" to 63"" Flat Panel<br>Maximum load : 90.7 KG (200 lbs)<br>VESA : 100x100, 200x100, 200x200<br>400x200, 600x400<br>Mounting profile : 140mm (5.51"") from Wall<br>Tilting angle : -5 to +20 degree<br>Color : Black<br>Qty / Carton : 1 pcs<br><br>Pricing is based on per piece.<br>For bulk orders, please call us @ (+65) 6684 9668<br><br><strong> Specifications</strong><br><br>• Extended up to 707.8mm (27.9"")<br>• Pre-assembled for ease of installation<br>• Great flexibilty and adaptability<br>• Designed to be mounted on concrete or masonry wall<br>• VESA compliance<br>• Hardware included<br>• Integrated cable management system<br>• Suitable for 42""-63"" Plasma / LCD","FLAT PANEL ARTICULATING MOUNT<br><br>• Extended up to 707.8mm (27.9"")<br>• Suitable for 42""-63"" Plasma / LCD<br>• Great flexibilty and adaptability<br>• VESA compliance<br>• Integrated cable management system",,,Taxable Goods,"Catalog, Search",580,,,,opt-wma-35d,OPT-WMA-35D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPT-WMA-35D.jpg,OPT-WMA-35D.jpg,OPT-WMA-35D.jpg,
OPT-WMA-600A,,Default,simple,Default Category/Brackets/Articulating Brackets,base,OPT-WMA-600A,"LCD MONITOR FULL MOTION ARTICULATING WALL MOUNT<br><br>Compatibility : 14"" to 24"" Flat Panel Monitor<br>Maximum load : 9 KG (19.8 lbs)<br>VESA : 75 x 75 / 100 x 100<br>Profile From Wall : 560mm (22"") from Wall<br>Tilting angle : -40 to +40 degree<br>Color : Black<br>Qty / Carton : 1 pcs<br><br>Pricing is based on per piece.<br>For bulk orders, please call us @ (+65) 6684 9668<br><br><strong>Specifications</strong><br><br>• Extended up to 560mm (22"")<br>• Pre-assembled for ease of installation<br>• Great flexibilty and adaptability<br>• Strong Aluminum Die Cast Arm<br>• VESA compliance<br>• Hardware included<br>• Integrated cable management system<br>• Multi-directional adjustment for optimal Viewing angle<br>• Side Table Clamping<br>• Comes with Desk Grommet Clamping","LCD MONITOR FULL MOTION ARTICULATING WALL MOUNT<br><br>• Extended up to 560mm (22"")<br>• Great flexibilty and adaptability<br>• VESA compliance<br>• Integrated cable management system",,,Taxable Goods,"Catalog, Search",205,,,,opt-wma-600a,OPT-WMA-600A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPT-WMA-600Aa.jpg,OPT-WMA-600Aa.jpg,OPT-WMA-600Aa.jpg,
OPT-DMAG-600A Double,,Default,simple,Default Category/Brackets/Articulating Brackets,base,OPT-DMAG-600A Double,"LCD MONITOR ARTICULATING DESK MOUNT (DOUBLE)<br><br>Compatibility : 14"" to 24"" Flat Panel Monitor<br>Maximum load : 9 KG (19.8 lbs) Each<br>VESA : 75 x 75 / 100 x 100<br>Tilting angle : -40 to +40 degree<br>Color : Black<br><br>Pricing is based on per set basis.<br>For Bulk orders, please call us @ (+65) 6684 9668<br><br><strong> Specifications</strong><br><br>• Extended up to 560mm (22"")<br>• Pre-assembled for ease of installation<br>• Great flexibilty and adaptability<br>• Strong Aluminum Die Cast Arm<br>• VESA compliance<br>• Hardware included<br>• Integrated cable management system<br>• Multi-directional adjustment for optimal Viewing angle<br>• Side Table Clamping<br>• Comes with Desk Grommet Clamping","LCD MONITOR ARTICULATING DESK MOUNT (DOUBLE)<br><br>• Extended upto 560mm (22"")<br>• Great flexibilty and adaptability<br>• VESA compliance<br>• Integrated cable management system",,,Taxable Goods,"Catalog, Search",370,,,,opt-dmag-600a-double,OPT-DMAG-600A Double,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPT-DMAG-600A_Double.jpg,OPT-DMAG-600A_Double.jpg,OPT-DMAG-600A_Double.jpg,
OPT-DMAG-600A Double Type B,,Default,simple,Default Category/Brackets/Articulating Brackets,base,OPT-DMAG-600A Double Type B,"LCD MONITOR ARTICULATING DESK MOUNT (DOUBLE TYPE B)<br><br>Compatibility : 14"" to 24"" Flat Panel Monitor<br>Maximum load : 9 KG (19.8 lbs) Each<br>VESA : 75 x 75 / 100 x 100<br>Tilting angle : -40 to +40 degree<br>Color : Black / Silver<br><br>Pricing is based on per set basis.<br>For Bulk orders, please call us @ (+65) 6684 9668<br><br><strong> Specifications</strong><br><br>• Extended up to 560mm (22"")<br>• Pre-assembled for ease of installation<br>• Great flexibilty and adaptability<br>• Strong Aluminum Die Cast Arm<br>• VESA compliance<br>• Hardware included<br>• Integrated cable management system<br>• Multi-directional adjustment for optimal Viewing angle<br>• Side Table Clamping<br>• Comes with Desk Grommet Clamping","LCD MONITOR ARTICULATING DESK MOUNT (DOUBLE TYPE B)<br><br>• Extended upto 560mm (22"")<br>• Great flexibilty and adaptability<br>• VESA compliance<br>• Integrated cable management system",,,Taxable Goods,"Catalog, Search",395,,,,opt-dmag-600a-double-type-b,OPT-DMAG-600A Double Type B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPT-DMAG-600A_Double1.jpg,OPT-DMAG-600A_Double1.jpg,OPT-DMAG-600A_Double1.jpg,
OPT-DMAG-600A TRIPLE,,Default,simple,Default Category/Brackets/Articulating Brackets,base,OPT-DMAG-600A TRIPLE,"LCD MONITOR ARTICULATING DESK MOUNT (TRIPLE)<br><br>Compatibility : 14"" to 24"" Flat Panel Monitor<br>Maximum load : 9 KG (19.8 lbs) Each<br>VESA : 75 x 75 / 100 x 100<br>Tilting angle : -40 to +40 degree<br>Color : Black / Silver<br><br>Pricing is based on per set basis.<br>For Bulk orders, please call us @ (+65) 6684 9668<br><br><strong>Specifications</strong><br><br>• Extended up to 560mm (22"")<br>• Pre-assembled for ease of installation<br>• Great flexibilty and adaptability<br>• Strong Aluminum Die Cast Arm<br>• VESA compliance<br>• Hardware included<br>• Integrated cable management system<br>• Multi-directional adjustment for optimal Viewing angle<br>• Side Table Clamping<br>• Comes with Desk Grommet Clamping","LCD MONITOR ARTICULATING DESK MOUNT (DOUBLE TYPE B)<br><br>• Extended upto 560mm (22"")<br>• Great flexibilty and adaptability<br>• VESA compliance<br>• Integrated cable management system",,,Taxable Goods,"Catalog, Search",470,,,,opt-dmag-600a-triple,OPT-DMAG-600A TRIPLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPT-DMAG-600A_TRIPLE.jpg,OPT-DMAG-600A_TRIPLE.jpg,OPT-DMAG-600A_TRIPLE.jpg,
OPT-PS3H,,Default,simple,Default Category/Controller,base,Projector Control Panel : OPT-PS3H,"PROJECTOR CONTROL PANEL<br><br>Specifications<br>INPUT<br>: 3 x VGA ( D-Sub 15 Pin Female )<br>: 1 x HDMI<br>: 3 x 3.5mm Audio Mini Jack<br>: 1 x Composite Video ( RCA )<br>: 1 x Stereo / Composite Audio ( RCA )<br>: 1 x 6.35mm Microphone In Jack<br>: 1 x 12V DC Power<br><br>OUTPUT<br>: 2 x VGA ( To Projector and Monitor )<br>: 1 x HDMI ( To Projector )<br>: 1 x Video ( To Projector)<br>: 1 x Audio ( To Active Speaker )<br>: 1 x Audio (Extra )<br>: 1 x USB ( To Interactive Projector )<br><br>Stock Available. Please call OPTVIO to ask for Quote.<br><br>(+65) 6684 9668<br><br><strong> Features</strong><br><br>• Display Controller for your Projector. Control POWER ON/OFF, 4 x Input Source selection, Volume Control through RS232 Commands.<br>• 3 x VGA Input Selection<br>• 1 x HDMI Input Selection<br>• Supported resolution up to 1920 x 1200 for HDMI<br>• Bandwidth up to 350MHz<br>• Pre-programmed control protocols for different Projectors Model<br>• Digital volume control for sound level (for both Microphone and Audio Source<br>• Small and Elegant ( L: 148mm x W: 85mm x H: 52mm)<br>• Comes with DC12V / 1A adapter","PROJECTOR CONTROL PANEL<br><br>• 3 x VGA input selection, 1 HDMI input selection<br>• Supported resolution 1920 x 1200 for HDMI<br>• Small and Elegant ( L: 148mm x W: 85mm x H: 52mm)<br>• Comes with DC12V / 1A adapter",,,Taxable Goods,"Catalog, Search",180,,,,projector-control-panel-opt-ps3h,Projector Control Panel : OPT-PS3H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPT-PS3H-pic-2-1.jpg,OPT-PS3H-pic-2-1.jpg,OPT-PS3H-pic-2-1.jpg,
OPT-USB-CAT5E,,Default,simple,Default Category/USB,base,USB CAT5E EXTENDER 30M - E-USB/UE150,"<strong>USB CAT5E EXTENDER 30M</strong><br><br>USB CAT5E Extender 30M (OPT-USB-CAT5E) is powerful but yet simple to use. It works with any devices with USB connection (except portable hard disk). This cable DO NOT requires driver / software, it is purely plug and play.<br><br>Tested and work well with various brand of Interactive Whiteboard / Interactive Projector, that require long USB connection during installation. It can achieve a total length of 30 Meter.<br><br>Compatible with USB 1.0,1.1, and 2.0 devices.<br><ul><br> <li>Allows connection between PC and USB devices up to 30M</li><br> <li>Works effectively with various USB devices</li><br> <li>Fully compatible with USB 1.0, 1.1 and USB 2.0</li><br> <li>Works well with Interactive White Board (IWB)</li><br> <li>Easy to use and install</li><br> <li>Plug and play without software required</li><br></ul><br>*Comes with 12 months warranty<br><br>&nbsp;","<strong>USB CAT5E EXTENDER 30M</strong><br><br>• Use Cat5E cabling to extend your USB peripherals up to 30 Meter<br>• Fully compatible with USB 1.0, 1.1 and USB 2.0<br>• Easy to install<br>• Plug and play without software required<br><br>&nbsp;",,,Taxable Goods,"Catalog, Search",38,,,,usb-cat5e-extender-30m-e-usb-ue150,USB CAT5E EXTENDER 30M - E-USB/UE150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E-USBUE150.jpg,E-USBUE150.jpg,E-USBUE150.jpg,
OPT-VGA-5C,,Default,simple,Default Category/Cables,base,5 CORE VGA CABLE: OPT-VGA-5C,"<strong>5 CORE VGA CABLE</strong><br><br>Suitable for use as connection/interconnection cable for computer and display. It is ideal for high resolution display such as projector, LCD Flat Panel, or Monitor.<br><br>Mainly use for conference room, auditoriums, home theater, performance stage, and etc.<br><br>It can also be use for long distance VGA signal transfer application. SVGA signal can be transmitted over 60 meters with low losses. The high percentage shielding offers interference-free signal transfer.<br><br><strong>Specification</strong><br><br>• OD 10.5 (Outer Diameter)<br>• Used for connection between PC and Projector<br>• Fine strands of copper result good connectivity<br>• 75-ohm impedance<br>• Suitable for long distance VGA signal transfer application<br><br>Pricing is based on per 100 Meter/ Drum.","<strong>5 CORE VGA CABLE</strong><br><br><strong><span style=""color: #ff0000"">Pricing is based on per 100 Meter/ Drum.</span></strong><br><br>• OD 10.5 (Outer Diameter)<br>• Used for connection between PC and Projector<br>• Fine strands of copper result good connectivity<br>• 75-ohm impedance<br>• Suitable for long distance VGA signal transfer application",,,Taxable Goods,"Catalog, Search",350,,,,5-core-vga-cable-opt-vga-5c,5 CORE VGA CABLE: OPT-VGA-5C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPT-VGA-5C.jpg,OPT-VGA-5C.jpg,OPT-VGA-5C.jpg,
OPT-VGA-5C+4,,Default,simple,Default Category/Cables,base,5C + 4 MULTI-CORE CABLE: OPT-VGA-5C+4,"<strong>5C + 4 MULTI-CORE CABLE</strong><br><br>Suitable for use as connection/interconnection cable for computer and display. It is ideal for high resolution display such as projector, LCD Flat Panel, or Monitor.<br><br>Mainly use for conference room, auditoriums, home theater, performance stage, and etc.<br><br>It can also be use for long distance VGA signal transfer application. SVGA signal can be transmitted over 60 meters with low losses. The high percentage shielding offers interference-free signal transfer.<br><br>Commonly use with the following configuration: 3C+4 for VGA, 2C for stereo audio<br><br><strong>Specification</strong><br><br>• OD 10.0 (Outer Diameter)<br>• Used for connection between PC and Projector<br>• Fine strands of copper result good connectivity<br>• 75-ohm impedance<br>• Suitable for long distance VGA signal transfer application<br><br>Pricing is based on per 100 Meter/ Drum.","<strong>5C + 4 MULTI-CORE CABLE</strong><br><br><strong><span style=""color: #ff0000"">Pricing is based on per 100 Meter/ Drum.</span></strong><br><br>• OD 10.0 (Outer Diameter)<br>• Used for connection between PC and Projector<br>• Fine strands of copper result good connectivity<br>• 75-ohm impedance<br>• Suitable for long distance VGA signal transfer application",,,Taxable Goods,"Catalog, Search",350,,,,5c-4-multi-core-cable-opt-vga-5c-4,5C + 4 MULTI-CORE CABLE: OPT-VGA-5C+4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPT-VGA-5C_4.jpg,OPT-VGA-5C_4.jpg,OPT-VGA-5C_4.jpg,
OPT-3IN1-15M,,Default,simple,Default Category/Cables,base,3 IN 1 MULTI-CORE CABLE: OPT-3IN1-15M,"<strong>3 IN 1 MULTI-CORE CABLE</strong><br><br>OPTVIO 3 in 1 multi-core cable is specially design for OPTVIO's Integrated Control Switches (PS3). It is used as connection cable for projector and Integrated Control Switches (PS3). It comes with single end mouled connector (VGA, RCA Video, 9pin RS232) for the projector. The other end comes with connectors for the PS3, thus user can simply plug and play (No Soldering Required).<br><br>It is ideal for high resolution display such as projector, LCD Flat Panel, or Monitor.<br><br>Mainly use for conference room, classroom, training room , and etc.<br><br>It can also be use for long distance VGA signal transfer application with low losses up to 15 / 20 Meters.. The high percentage shielding offers interference-free signal transfer.<br><br>Specification<br><br>• OD 10.0 (Outer Diameter)<br>• Used for connection between PC and Projector<br>• Fine strands of copper result good connectivity<br>• 75-ohm impedance<br>• Suitable for long distance VGA signal transfer application<br><br>Pricing is based on 15 Meter Per Piece.","<strong>3 IN 1 MULTI-CORE CABLE</strong><br><br><strong><span style=""color: #ff0000"">Pricing is based on 15 Meter Per Piece.</span></strong><br><br>• OD 10.0 (Outer Diameter)<br>• Used for connection between PC and Projector<br>• Fine strands of copper result good connectivity<br>• 75-ohm impedance<br>• Suitable for long distance VGA signal transfer application",,,Taxable Goods,"Catalog, Search",100,,,,3-in-1-multi-core-cable-opt-3in1-15m,3 IN 1 MULTI-CORE CABLE: OPT-3IN1-15M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3in1_VGA.jpg,3in1_VGA.jpg,3in1_VGA.jpg,
OPT-16AWG-SpeakerCable,,Default,simple,Default Category/Cables,base,16 AWG FLAME RETARDANT SPEAKER CABLE: OPT-16AWG-SpeakerCable,"<strong>16 AWG FLAME RETARDANT SPEAKER CABLE</strong><br><br>Suitable to use as Audio Signal connection cable between PA system and Speakers/Horns.<br><br>It is also Flame Retardant, suitable for Public Addessing System that complies to SS546/ formerly know as CP25.<br><br>• OD 6mm (Outer Diameter)<br>• FT-4 Flame Retardant<br>• (65 x 0.16) x 2 Core<br>• Used for connection between Speakers and Amplifier<br>• 16 AWG<br>• Suitable for long distance audio signal transfer application<br>• Bare copper wire result good connectivity<br><br>Pricing is based on per 500Meter/ Drum.",16 AWG FLAME RETARDANT SPEAKER CABLE<br><br>• OD 6mm (Outer Diameter)<br>• FT-4 Flame Retardant<br>• (65 x 0.16) x 2 Core<br>• Bare copper wire result good connectivity<br>• 16 AWG<br>• Suitable for long distance video signal transfer application<br><br>Pricing is based on per 500Meter/ Drum.,,,Taxable Goods,"Catalog, Search",50,,,,16-awg-flame-retardant-speaker-cable-opt-16awg-speakercable,16 AWG FLAME RETARDANT SPEAKER CABLE: OPT-16AWG-SpeakerCable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPT-16AWG-SpeakerCable.jpg,OPT-16AWG-SpeakerCable.jpg,OPT-16AWG-SpeakerCable.jpg,
